Measurement conditions,,,
Sample identification,m-M1-As Noturn 06-04-23,,
21.77435014,48.195,9042,95.0894
21.78521658,48.195,9120,95.4987
21.79608302,48.195,9140,95.6033
21.80694946,48.195,9023,94.9895
21.8178159,48.195,9186,95.8436
21.82868234,48.195,9088,95.331
21.83954878,48.195,9385,96.8762
21.85041522,48.195,9216,96
21.86128166,48.195,9428,97.0979
21.8721481,48.195,9422,97.067
21.88301454,48.195,9461,97.2677
21.89388098,48.195,9645,98.209
21.90474742,48.195,9721,98.5951
21.91561386,48.195,9531,97.6268
21.9264803,48.195,9593,97.9439
21.93734674,48.195,9673,98.3514
21.94821318,48.195,9630,98.1326
21.95907962,48.195,9764,98.813
21.96994606,48.195,9859,99.2925
21.9808125,48.195,9822,99.106
21.99167894,48.195,9925,99.6243
22.00254538,48.195,10111,100.5535
22.01341182,48.195,10035,100.1748
22.02427826,48.195,10257,101.2768
22.0351447,48.195,10114,100.5684
22.04601114,48.195,10194,100.9653
22.05687758,48.195,10383,101.897
22.06774402,48.195,10235,101.1682
22.07861046,48.195,10345,101.7104
22.0894769,48.195,10467,102.3084
22.10034334,48.195,10603,102.9709
22.11120978,48.195,10772,103.7882
22.12207622,48.195,10636,103.131
22.13294266,48.195,10760,103.7304
22.1438091,48.195,10824,104.0385
22.15467554,48.195,10931,104.5514
22.16554198,48.195,10914,104.4701
22.17640842,48.195,10985,104.8094
22.18727486,48.195,11034,105.0428
22.1981413,48.195,11193,105.797
22.20900774,48.195,11213,105.8915
22.21987418,48.195,11431,106.9159
22.23074062,48.195,11442,106.9673
22.24160706,48.195,11278,106.1979
22.2524735,48.195,11454,107.0234
22.26333994,48.195,11708,108.2035
22.27420638,48.195,11708,108.2035
22.28507282,48.195,11661,107.9861
22.29593926,48.195,11777,108.5219
22.3068057,48.195,11832,108.775
22.31767214,48.195,12119,110.0863
22.32853858,48.195,11804,108.6462
22.33940502,48.195,12185,110.3857
22.35027146,48.195,11927,109.2108
22.3611379,48.195,12285,110.8377
22.37200434,48.195,12293,110.8738
22.38287078,48.195,12209,110.4943
22.39373722,48.195,12189,110.4038
22.40460366,48.195,12296,110.8873
22.4154701,48.195,12520,111.8928
22.42633654,48.195,12527,111.9241
22.43720298,48.195,12387,111.2969
22.44806942,48.195,12473,111.6826
22.45893586,48.195,12529,111.933
22.4698023,48.195,12767,112.9912
22.48066874,48.195,12743,112.8849
22.49153518,48.195,12884,113.5077
22.50240162,48.195,12936,113.7365
22.51326806,48.195,13016,114.0877
22.5241345,48.195,12905,113.6002
22.53500094,48.195,12707,112.7253
22.54586738,48.195,12969,113.8815
22.55673382,48.195,13019,114.1008
22.56760026,48.195,12921,113.6706
22.5784667,48.195,13159,114.7127
22.58933314,48.195,13151,114.6778
22.60019958,48.195,12884,113.5077
22.61106602,48.195,12984,113.9474
22.62193246,48.195,12741,112.876
22.6327989,48.195,12987,113.9605
22.64366534,48.195,12910,113.6222
22.65453178,48.195,13045,114.2147
22.66539822,48.195,12714,112.7564
22.67626466,48.195,12756,112.9425
22.6871311,48.195,12847,113.3446
22.69799754,48.195,12796,113.1194
22.70886398,48.195,12629,112.3788
22.71973042,48.195,12910,113.6222
22.73059686,48.195,12643,112.4411
22.7414633,48.195,12487,111.7452
22.75232974,48.195,12692,112.6588
22.76319618,48.195,12522,111.9017
22.77406262,48.195,12640,112.4278
22.78492906,48.195,12612,112.3032
22.7957955,48.195,12317,110.982
22.80666194,48.195,12415,111.4226
22.81752838,48.195,12232,110.5984
22.82839482,48.195,12228,110.5803
22.83926126,48.195,12100,110
22.8501277,48.195,12278,110.8061
22.86099414,48.195,12267,110.7565
22.87186058,48.195,12278,110.8061
22.88272702,48.195,12035,109.7041
22.89359346,48.195,12092,109.9636
22.9044599,48.195,12053,109.7862
22.91532634,48.195,12176,110.3449
22.92619278,48.195,12178,110.354
22.93705922,48.195,11852,108.8669
22.94792566,48.195,11908,109.1238
22.9587921,48.195,12042,109.736
22.96965854,48.195,11961,109.3664
22.98052498,48.195,11890,109.0413
22.99139142,48.195,11914,109.1513
23.00225786,48.195,11705,108.1896
23.0131243,48.195,11618,107.7868
23.02399074,48.195,11573,107.5779
23.03485718,48.195,11765,108.4666
23.04572362,48.195,11545,107.4477
23.05659006,48.195,11482,107.1541
23.0674565,48.195,11749,108.3928
23.07832294,48.195,11465,107.0747
23.08918938,48.195,11736,108.3328
23.10005582,48.195,11173,105.7024
23.11092226,48.195,11373,106.6443
23.1217887,48.195,11063,105.1808
23.13265514,48.195,11117,105.4372
23.14352158,48.195,10898,104.3935
23.15438802,48.195,10678,103.3344
23.16525446,48.195,10562,102.7716
23.1761209,48.195,10509,102.5134
23.18698734,48.195,10558,102.7521
23.19785378,48.195,10814,103.9904
23.20872022,48.195,11262,106.1226
23.21958666,48.195,11367,106.6161
23.2304531,48.195,11132,105.5083
23.24131954,48.195,10729,103.5809
23.25218598,48.195,10751,103.687
23.26305242,48.195,10354,101.7546
23.27391886,48.195,10852,104.1729
23.2847853,48.195,10448,102.2155
23.29565174,48.195,10198,100.9851
23.30651818,48.195,9938,99.6895
23.31738462,48.195,9890,99.4485
23.32825106,48.195,9850,99.2472
23.3391175,48.195,9546,97.7036
23.34998394,48.195,9416,97.0361
23.36085038,48.195,9544,97.6934
23.37171682,48.195,9410,97.0052
23.38258326,48.195,9522,97.5807
23.3934497,48.195,9440,97.1597
23.40431614,48.195,9279,96.3276
23.41518258,48.195,9454,97.2317
23.42604902,48.195,9508,97.509
23.43691546,48.195,9579,97.8724
23.4477819,48.195,9813,99.0606
23.45864834,48.195,9946,99.7296
23.46951478,48.195,10167,100.8315
23.48038122,48.195,10223,101.1089
23.49124766,48.195,10504,102.489
23.5021141,48.195,10426,102.1078
23.51298054,48.195,10554,102.7327
23.52384698,48.195,10359,101.7792
23.53471342,48.195,10226,101.1237
23.54557986,48.195,10078,100.3892
23.5564463,48.195,10235,101.1682
23.56731274,48.195,10081,100.4042
23.57817918,48.195,9627,98.1173
23.58904562,48.195,10077,100.3843
23.59991206,48.195,9437,97.1442
23.6107785,48.195,9460,97.2625
23.62164494,48.195,9646,98.2141
23.63251138,48.195,9635,98.158
23.64337782,48.195,10174,100.8662
23.65424426,48.195,10930,104.5466
23.6651107,48.195,11801,108.6324
23.67597714,48.195,12540,111.9821
23.68684358,48.195,13371,115.633
23.69771002,48.195,13792,117.4393
23.70857646,48.195,13633,116.7604
23.7194429,48.195,12860,113.4019
23.73030934,48.195,12108,110.0364
23.74117578,48.195,11861,108.9082
23.75204222,48.195,12025,109.6586
23.76290866,48.195,12261,110.7294
23.7737751,48.195,12217,110.5305
23.78464154,48.195,12577,112.1472
23.79550798,48.195,13702,117.0555
23.80637442,48.195,15151,123.0894
23.81724086,48.195,17250,131.3393
23.8281073,48.195,18643,136.5394
23.83897374,48.195,19397,139.2731
23.84984018,48.195,20173,142.0317
23.86070662,48.195,21013,144.9586
23.87157306,48.195,20791,144.1908
23.8824395,48.195,19515,139.6961
23.89330594,48.195,16897,129.9885
23.90417238,48.195,14670,121.1198
23.91503882,48.195,13808,117.5074
23.92590526,48.195,12972,113.8947
23.9367717,48.195,12027,109.6677
23.94763814,48.195,10655,103.2231
23.95850458,48.195,9003,94.8841
23.96937102,48.195,8181,90.4489
23.98023746,48.195,7571,87.0115
23.9911039,48.195,7580,87.0632
24.00197034,48.195,7656,87.4986
24.01283678,48.195,7424,86.1626
24.02370322,48.195,7424,86.1626
24.03456966,48.195,7403,86.0407
24.0454361,48.195,7229,85.0235
24.05630254,48.195,7237,85.0706
24.06716898,48.195,7232,85.0412
24.07803542,48.195,7054,83.9881
24.08890186,48.195,7151,84.5636
24.0997683,48.195,7183,84.7526
24.11063474,48.195,7234,85.0529
24.12150118,48.195,7142,84.5104
24.13236762,48.195,7012,83.7377
24.14323406,48.195,7079,84.1368
24.1541005,48.195,6775,82.3104
24.16496694,48.195,7035,83.8749
24.17583338,48.195,7090,84.2021
24.18669982,48.195,6887,82.988
24.19756626,48.195,7046,83.9405
24.2084327,48.195,6943,83.3247
24.21929914,48.195,7137,84.4808
24.23016558,48.195,6931,83.2526
24.24103202,48.195,6921,83.1925
24.25189846,48.195,6948,83.3547
24.2627649,48.195,6811,82.5288
24.27363134,48.195,6970,83.4865
24.28449778,48.195,7033,83.863
24.29536422,48.195,6963,83.4446
24.30623066,48.195,6871,82.8915
24.3170971,48.195,6975,83.5165
24.32796354,48.195,6741,82.1036
24.33882998,48.195,6817,82.5651
24.34969642,48.195,6772,82.2922
24.36056286,48.195,6860,82.8251
24.3714293,48.195,6916,83.1625
24.38229574,48.195,6544,80.895
24.39316218,48.195,6670,81.6701
24.40402862,48.195,6817,82.5651
24.41489506,48.195,6805,82.4924
24.4257615,48.195,6810,82.5227
24.43662794,48.195,6890,83.006
24.44749438,48.195,6797,82.4439
24.45836082,48.195,6965,83.4566
24.46922726,48.195,6739,82.0914
24.4800937,48.195,6769,82.2739
24.49096014,48.195,6666,81.6456
24.50182658,48.195,6571,81.0617
24.51269302,48.195,6857,82.807
24.52355946,48.195,6636,81.4616
24.5344259,48.195,6791,82.4075
24.54529234,48.195,6796,82.4379
24.55615878,48.195,6582,81.1295
24.56702522,48.195,6680,81.7313
24.57789166,48.195,6667,81.6517
24.5887581,48.195,6592,81.1911
24.59962454,48.195,6621,81.3695
24.61049098,48.195,6753,82.1766
24.62135742,48.195,6681,81.7374
24.63222386,48.195,6667,81.6517
24.6430903,48.195,6548,80.9197
24.65395674,48.195,6670,81.6701
24.66482318,48.195,6615,81.3327
24.67568962,48.195,6659,81.6027
24.68655606,48.195,6666,81.6456
24.6974225,48.195,6730,82.0366
24.70828894,48.195,6636,81.4616
24.71915538,48.195,6602,81.2527
24.73002182,48.195,6719,81.9695
24.74088826,48.195,6629,81.4187
24.7517547,48.195,6661,81.6149
24.76262114,48.195,6494,80.5854
24.77348758,48.195,6547,80.9135
24.78435402,48.195,6560,80.9938
24.79522046,48.195,6662,81.6211
24.8060869,48.195,6646,81.523
24.81695334,48.195,6608,81.2896
24.82781978,48.195,6528,80.796
24.83868622,48.195,6781,82.3468
24.84955266,48.195,6654,81.5721
24.8604191,48.195,6436,80.2247
24.87128554,48.195,6676,81.7068
24.88215198,48.195,6522,80.7589
24.89301842,48.195,6601,81.2465
24.90388486,48.195,6538,80.8579
24.9147513,48.195,6513,80.7032
24.92561774,48.195,6340,79.6241
24.93648418,48.195,6450,80.3119
24.94735062,48.195,6485,80.5295
24.95821706,48.195,6530,80.8084
24.9690835,48.195,6377,79.8561
24.97994994,48.195,6550,80.9321
24.99081638,48.195,6393,79.9562
25.00168282,48.195,6546,80.9074
25.01254926,48.195,6478,80.486
25.0234157,48.195,6525,80.7775
25.03428214,48.195,6513,80.7032
25.04514858,48.195,6479,80.4922
25.05601502,48.195,6441,80.2558
25.06688146,48.195,6464,80.399
25.0777479,48.195,6515,80.7155
25.08861434,48.195,6520,80.7465
25.09948078,48.195,6553,80.9506
25.11034722,48.195,6506,80.6598
25.12121366,48.195,6393,79.9562
25.1320801,48.195,6600,81.2404
25.14294654,48.195,6486,80.5357
25.15381298,48.195,6292,79.3221
25.16467942,48.195,6567,81.037
25.17554586,48.195,6599,81.2342
25.1864123,48.195,6412,80.075
25.19727874,48.195,6561,81
25.20814518,48.195,6601,81.2465
25.21901162,48.195,6561,81
25.22987806,48.195,6551,80.9382
25.2407445,48.195,6428,80.1748
25.25161094,48.195,6605,81.2712
25.26247738,48.195,6486,80.5357
25.27334382,48.195,6499,80.6164
25.28421026,48.195,6444,80.2745
25.2950767,48.195,6595,81.2096
25.30594314,48.195,6547,80.9135
25.31680958,48.195,6585,81.148
25.32767602,48.195,6541,80.8764
25.33854246,48.195,6555,80.963
25.3494089,48.195,6699,81.8474
25.36027534,48.195,6609,81.2958
25.37114178,48.195,6733,82.0549
25.38200822,48.195,6555,80.963
25.39287466,48.195,6586,81.1542
25.4037411,48.195,6703,81.8719
25.41460754,48.195,6742,82.1097
25.42547398,48.195,6575,81.0864
25.43634042,48.195,6639,81.4801
25.44720686,48.195,6624,81.388
25.4580733,48.195,6757,82.201
25.46893974,48.195,6814,82.547
25.47980618,48.195,6704,81.878
25.49067262,48.195,6719,81.9695
25.50153906,48.195,6658,81.5966
25.5124055,48.195,6652,81.5598
25.52327194,48.195,6680,81.7313
25.53413838,48.195,6778,82.3286
25.54500482,48.195,6793,82.4197
25.55587126,48.195,6635,81.4555
25.5667377,48.195,6703,81.8719
25.57760414,48.195,6865,82.8553
25.58847058,48.195,6695,81.823
25.59933702,48.195,6856,82.801
25.61020346,48.195,6664,81.6333
25.6210699,48.195,6846,82.7406
25.63193634,48.195,6806,82.4985
25.64280278,48.195,7129,84.4334
25.65366922,48.195,7040,83.9047
25.66453566,48.195,7160,84.6168
25.6754021,48.195,7434,86.2206
25.68626854,48.195,7291,85.3874
25.69713498,48.195,7544,86.8562
25.70800142,48.195,7706,87.7838
25.71886786,48.195,7542,86.8447
25.7297343,48.195,7900,88.8819
25.74060074,48.195,8045,89.6939
25.75146718,48.195,8576,92.6067
25.76233362,48.195,8979,94.7576
25.77320006,48.195,9524,97.591
25.7840665,48.195,9714,98.5596
25.79493294,48.195,9919,99.5942
25.80579938,48.195,10323,101.6022
25.81666582,48.195,10421,102.0833
25.82753226,48.195,10715,103.5133
25.8383987,48.195,10381,101.8872
25.84926514,48.195,10419,102.0735
25.86013158,48.195,9868,99.3378
25.87099802,48.195,9443,97.1751
25.88186446,48.195,9073,95.2523
25.8927309,48.195,8421,91.766
25.90359734,48.195,8200,90.5539
25.91446378,48.195,7946,89.1403
25.92533022,48.195,7516,86.6949
25.93619666,48.195,7058,84.0119
25.9470631,48.195,7023,83.8033
25.95792954,48.195,6634,81.4494
25.96879598,48.195,6384,79.8999
25.97966242,48.195,6515,80.7155
25.99052886,48.195,6492,80.5729
26.0013953,48.195,6435,80.2185
26.01226174,48.195,6504,80.6474
26.02312818,48.195,6546,80.9074
26.03399462,48.195,6510,80.6846
26.04486106,48.195,6721,81.9817
26.0557275,48.195,6803,82.4803
26.06659394,48.195,6882,82.9578
26.07746038,48.195,6883,82.9638
26.08832682,48.195,6886,82.9819
26.09919326,48.195,7009,83.7198
26.1100597,48.195,7333,85.6329
26.12092614,48.195,7484,86.5101
26.13179258,48.195,7601,87.1837
26.14265902,48.195,7609,87.2296
26.15352546,48.195,7955,89.1908
26.1643919,48.195,7798,88.3063
26.17525834,48.195,7673,87.5957
26.18612478,48.195,7712,87.818
26.19699122,48.195,7636,87.3842
26.20785766,48.195,7545,86.862
26.2187241,48.195,7175,84.7054
26.22959054,48.195,7186,84.7703
26.24045698,48.195,6970,83.4865
26.25132342,48.195,6992,83.6182
26.26218986,48.195,6947,83.3487
26.2730563,48.195,7086,84.1784
26.28392274,48.195,6739,82.0914
26.29478918,48.195,6577,81.0987
26.30565562,48.195,6442,80.2621
26.31652206,48.195,6419,80.1187
26.3273885,48.195,6368,79.7997
26.33825494,48.195,6223,78.886
26.34912138,48.195,6265,79.1518
26.35998782,48.195,6169,78.543
26.37085426,48.195,6005,77.4919
26.3817207,48.195,6102,78.1153
26.39258714,48.195,5947,77.1168
26.40345358,48.195,5963,77.2205
26.41432002,48.195,5962,77.214
26.42518646,48.195,5908,76.8635
26.4360529,48.195,5944,77.0973
26.44691934,48.195,5847,76.4657
26.45778578,48.195,5865,76.5833
26.46865222,48.195,5755,75.8617
26.47951866,48.195,5986,77.3692
26.4903851,48.195,5784,76.0526
26.50125154,48.195,6003,77.479
26.51211798,48.195,5735,75.7298
26.52298442,48.195,5864,76.5768
26.53385086,48.195,5806,76.1971
26.5447173,48.195,5798,76.1446
26.55558374,48.195,5947,77.1168
26.56645018,48.195,5835,76.3872
26.57731662,48.195,5892,76.7594
26.58818306,48.195,5648,75.1532
26.5990495,48.195,5882,76.6942
26.60991594,48.195,5748,75.8156
26.62078238,48.195,5747,75.809
26.63164882,48.195,5785,76.0592
26.64251526,48.195,5759,75.8881
26.6533817,48.195,5780,76.0263
26.66424814,48.195,5778,76.0132
26.67511458,48.195,5827,76.3348
26.68598102,48.195,5644,75.1266
26.69684746,48.195,5804,76.184
26.7077139,48.195,5649,75.1598
26.71858034,48.195,5715,75.5976
26.72944678,48.195,5646,75.1399
26.74031322,48.195,5730,75.6968
26.75117966,48.195,5708,75.5513
26.7620461,48.195,5712,75.5778
26.77291254,48.195,5673,75.3193
26.78377898,48.195,5742,75.776
26.79464542,48.195,5741,75.7694
26.80551186,48.195,5649,75.1598
26.8163783,48.195,5831,76.361
26.82724474,48.195,5766,75.9342
26.83811118,48.195,5624,74.9933
26.84897762,48.195,5694,75.4586
26.85984406,48.195,5631,75.04
26.8707105,48.195,5750,75.8288
26.88157694,48.195,5672,75.3127
26.89244338,48.195,5643,75.1199
26.90330982,48.195,5642,75.1132
26.91417626,48.195,5710,75.5645
26.9250427,48.195,5735,75.7298
26.93590914,48.195,5721,75.6373
26.94677558,48.195,5672,75.3127
26.95764202,48.195,5696,75.4718
26.96850846,48.195,5654,75.1931
26.9793749,48.195,5577,74.6793
26.99024134,48.195,5751,75.8353
27.00110778,48.195,5686,75.4056
27.01197422,48.195,5709,75.5579
27.02284066,48.195,5588,74.7529
27.0337071,48.195,5580,74.6994
27.04457354,48.195,5520,74.2967
27.05543998,48.195,5705,75.5315
27.06630642,48.195,5713,75.5844
27.07717286,48.195,5592,74.7797
27.0880393,48.195,5693,75.452
27.09890574,48.195,5649,75.1598
27.10977218,48.195,5641,75.1066
27.12063862,48.195,5604,74.8599
27.13150506,48.195,5693,75.452
27.1423715,48.195,5722,75.6439
27.15323794,48.195,5592,74.7797
27.16410438,48.195,5614,74.9266
27.17497082,48.195,5612,74.9133
27.18583726,48.195,5602,74.8465
27.1967037,48.195,5593,74.7864
27.20757014,48.195,5579,74.6927
27.21843658,48.195,5854,76.5114
27.22930302,48.195,5870,76.6159
27.24016946,48.195,5732,75.71
27.2510359,48.195,5648,75.1532
27.26190234,48.195,5710,75.5645
27.27276878,48.195,5646,75.1399
27.28363522,48.195,5672,75.3127
27.29450166,48.195,5655,75.1997
27.3053681,48.195,5783,76.046
27.31623454,48.195,5824,76.3151
27.32710098,48.195,5692,75.4453
27.33796742,48.195,5784,76.0526
27.34883386,48.195,5865,76.5833
27.3597003,48.195,5740,75.7628
27.37056674,48.195,5903,76.831
27.38143318,48.195,5621,74.9733
27.39229962,48.195,5846,76.4591
27.40316606,48.195,5689,75.4255
27.4140325,48.195,5810,76.2234
27.42489894,48.195,5825,76.3217
27.43576538,48.195,5893,76.7659
27.44663182,48.195,5879,76.6746
27.45749826,48.195,5705,75.5315
27.4683647,48.195,5826,76.3282
27.47923114,48.195,5841,76.4264
27.49009758,48.195,5899,76.8049
27.50096402,48.195,5884,76.7072
27.51183046,48.195,5835,76.3872
27.5226969,48.195,5762,75.9078
27.53356334,48.195,5869,76.6094
27.54442978,48.195,5883,76.7007
27.55529622,48.195,6020,77.5887
27.56616266,48.195,6051,77.7882
27.5770291,48.195,6009,77.5177
27.58789554,48.195,6090,78.0385
27.59876198,48.195,6007,77.5048
27.60962842,48.195,6010,77.5242
27.62049486,48.195,5917,76.922
27.6313613,48.195,6076,77.9487
27.64222774,48.195,6148,78.4092
27.65309418,48.195,6259,79.1138
27.66396062,48.195,6201,78.7464
27.67482706,48.195,6196,78.7147
27.6856935,48.195,6306,79.4103
27.69655994,48.195,6358,79.7371
27.70742638,48.195,6391,79.9437
27.71829282,48.195,6483,80.5171
27.72915926,48.195,6645,81.5169
27.7400257,48.195,6823,82.6015
27.75089214,48.195,6872,82.8975
27.76175858,48.195,7031,83.8511
27.77262502,48.195,7308,85.4868
27.78349146,48.195,7751,88.0398
27.7943579,48.195,7956,89.1964
27.80522434,48.195,8185,90.471
27.81609078,48.195,8248,90.8185
27.82695722,48.195,8120,90.111
27.83782366,48.195,7829,88.4816
27.8486901,48.195,8091,89.95
27.85955654,48.195,8321,91.2195
27.87042298,48.195,8908,94.3822
27.88128942,48.195,9174,95.781
27.89215586,48.195,9705,98.514
27.9030223,48.195,9991,99.955
27.91388874,48.195,10364,101.8037
27.92475518,48.195,11023,104.9905
27.93562162,48.195,11778,108.5265
27.94648806,48.195,12167,110.3041
27.9573545,48.195,12777,113.0354
27.96822094,48.195,13362,115.5941
27.97908738,48.195,13550,116.4045
27.98995382,48.195,13308,115.3603
28.00082026,48.195,12813,113.1945
28.0116867,48.195,12244,110.6526
28.02255314,48.195,11899,109.0825
28.03341958,48.195,11323,106.4096
28.04428602,48.195,11519,107.3266
28.05515246,48.195,11369,106.6255
28.0660189,48.195,10990,104.8332
28.07688534,48.195,10078,100.3892
28.08775178,48.195,9161,95.7131
28.09861822,48.195,8294,91.0714
28.10948466,48.195,8056,89.7552
28.1203511,48.195,7776,88.1816
28.13121754,48.195,7919,88.9888
28.14208398,48.195,7533,86.7929
28.15295042,48.195,7241,85.0941
28.16381686,48.195,6825,82.6136
28.1746833,48.195,6506,80.6598
28.18554974,48.195,6343,79.643
28.19641618,48.195,6247,79.038
28.20728262,48.195,6041,77.7239
28.21814906,48.195,6006,77.4984
28.2290155,48.195,5943,77.0909
28.23988194,48.195,5802,76.1709
28.25074838,48.195,5686,75.4056
28.26161482,48.195,5808,76.2102
28.27248126,48.195,5774,75.9868
28.2833477,48.195,5676,75.3392
28.29421414,48.195,5625,75
28.30508058,48.195,5544,74.458
28.31594702,48.195,5559,74.5587
28.32681346,48.195,5463,73.9121
28.3376799,48.195,5552,74.5117
28.34854634,48.195,5658,75.2197
28.35941278,48.195,5705,75.5315
28.37027922,48.195,5460,73.8918
28.38114566,48.195,5562,74.5788
28.3920121,48.195,5589,74.7596
28.40287854,48.195,5617,74.9466
28.41374498,48.195,5688,75.4188
28.42461142,48.195,5711,75.5712
28.43547786,48.195,5692,75.4453
28.4463443,48.195,5685,75.3989
28.45721074,48.195,5688,75.4188
28.46807718,48.195,5676,75.3392
28.47894362,48.195,5701,75.505
28.48981006,48.195,5644,75.1266
28.5006765,48.195,5709,75.5579
28.51154294,48.195,5737,75.743
28.52240938,48.195,5732,75.71
28.53327582,48.195,5852,76.4984
28.54414226,48.195,5890,76.7463
28.5550087,48.195,5971,77.2722
28.56587514,48.195,5995,77.4274
28.57674158,48.195,5853,76.5049
28.58760802,48.195,5920,76.9415
28.59847446,48.195,5689,75.4255
28.6093409,48.195,5686,75.4056
28.62020734,48.195,5729,75.6902
28.63107378,48.195,5789,76.0855
28.64194022,48.195,5753,75.8485
28.65280666,48.195,5680,75.3658
28.6636731,48.195,5637,75.08
28.67453954,48.195,5555,74.5319
28.68540598,48.195,5497,74.1418
28.69627242,48.195,5684,75.3923
28.70713886,48.195,5555,74.5319
28.7180053,48.195,5602,74.8465
28.72887174,48.195,5472,73.973
28.73973818,48.195,5605,74.8665
28.75060462,48.195,5437,73.736
28.76147106,48.195,5626,75.0067
28.7723375,48.195,5554,74.5252
28.78320394,48.195,5635,75.0666
28.79407038,48.195,5509,74.2226
28.80493682,48.195,5513,74.2496
28.81580326,48.195,5426,73.6614
28.8266697,48.195,5518,74.2832
28.83753614,48.195,5499,74.1552
28.84840258,48.195,5714,75.591
28.85926902,48.195,5552,74.5117
28.87013546,48.195,5570,74.6324
28.8810019,48.195,5532,74.3774
28.89186834,48.195,5527,74.3438
28.90273478,48.195,5485,74.0608
28.91360122,48.195,5356,73.1847
28.92446766,48.195,5235,72.3533
28.9353341,48.195,5411,73.5595
28.94620054,48.195,5444,73.7835
28.95706698,48.195,5361,73.2189
28.96793342,48.195,5421,73.6274
28.97879986,48.195,5187,72.0208
28.9896663,48.195,5340,73.0753
29.00053274,48.195,5420,73.6206
29.01139918,48.195,5424,73.6478
29.02226562,48.195,5377,73.328
29.03313206,48.195,5345,73.1095
29.0439985,48.195,5405,73.5187
29.05486494,48.195,5238,72.374
29.06573138,48.195,5463,73.9121
29.07659782,48.195,5272,72.6085
29.08746426,48.195,5335,73.0411
29.0983307,48.195,5218,72.2357
29.10919714,48.195,5331,73.0137
29.12006358,48.195,5251,72.4638
29.13093002,48.195,5224,72.2772
29.14179646,48.195,5265,72.5603
29.1526629,48.195,5316,72.9109
29.16352934,48.195,5160,71.8331
29.17439578,48.195,5183,71.9931
29.18526222,48.195,5357,73.1915
29.19612866,48.195,5325,72.9726
29.2069951,48.195,5174,71.9305
29.21786154,48.195,5272,72.6085
29.22872798,48.195,5216,72.2219
29.23959442,48.195,5196,72.0833
29.25046086,48.195,5160,71.8331
29.2613273,48.195,5167,71.8818
29.27219374,48.195,5064,71.1618
29.28306018,48.195,5324,72.9657
29.29392662,48.195,5386,73.3894
29.30479306,48.195,5244,72.4155
29.3156595,48.195,5121,71.5612
29.32652594,48.195,5290,72.7324
29.33739238,48.195,5232,72.3326
29.34825882,48.195,5369,73.2735
29.35912526,48.195,5407,73.5323
29.3699917,48.195,5318,72.9246
29.38085814,48.195,5274,72.6223
29.39172458,48.195,5236,72.3602
29.40259102,48.195,5061,71.1407
29.41345746,48.195,5285,72.698
29.4243239,48.195,5405,73.5187
29.43519034,48.195,5365,73.2462
29.44605678,48.195,5543,74.4513
29.45692322,48.195,5451,73.8309
29.46778966,48.195,5119,71.5472
29.4786561,48.195,5239,72.3809
29.48952254,48.195,5418,73.6071
29.50038898,48.195,5461,73.8986
29.51125542,48.195,5441,73.7631
29.52212186,48.195,5453,73.8444
29.5329883,48.195,5551,74.505
29.54385474,48.195,5421,73.6274
29.55472118,48.195,5494,74.1215
29.56558762,48.195,5451,73.8309
29.57645406,48.195,5248,72.4431
29.5873205,48.195,5289,72.7255
29.59818694,48.195,5397,73.4643
29.60905338,48.195,5257,72.5052
29.61991982,48.195,5362,73.2257
29.63078626,48.195,5273,72.6154
29.6416527,48.195,5417,73.6003
29.65251914,48.195,5452,73.8377
29.66338558,48.195,5264,72.5534
29.67425202,48.195,5604,74.8599
29.68511846,48.195,5540,74.4312
29.6959849,48.195,5385,73.3826
29.70685134,48.195,5340,73.0753
29.71771778,48.195,5279,72.6567
29.72858422,48.195,5211,72.1873
29.73945066,48.195,5337,73.0548
29.7503171,48.195,5396,73.4575
29.76118354,48.195,5327,72.9863
29.77204998,48.195,5245,72.4224
29.78291642,48.195,5308,72.856
29.79378286,48.195,5413,73.5731
29.8046493,48.195,5341,73.0821
29.81551574,48.195,5331,73.0137
29.82638218,48.195,5210,72.1803
29.83724862,48.195,5167,71.8818
29.84811506,48.195,5300,72.8011
29.8589815,48.195,5045,71.0282
29.86984794,48.195,5095,71.3793
29.88071438,48.195,5165,71.8679
29.89158082,48.195,5169,71.8958
29.90244726,48.195,5181,71.9792
29.9133137,48.195,5139,71.6868
29.92418014,48.195,5119,71.5472
29.93504658,48.195,5101,71.4213
29.94591302,48.195,5076,71.2461
29.95677946,48.195,4983,70.5904
29.9676459,48.195,5107,71.4633
29.97851234,48.195,5183,71.9931
29.98937878,48.195,5001,70.7177
30.00024522,48.195,5097,71.3933
30.01111166,48.195,4997,70.6895
30.0219781,48.195,4960,70.4273
30.03284454,48.195,4971,70.5053
30.04371098,48.195,4997,70.6895
30.05457742,48.195,4900,70
30.06544386,48.195,4995,70.6753
30.0763103,48.195,5065,71.1688
30.08717674,48.195,4975,70.5337
30.09804318,48.195,4883,69.8785
30.10890962,48.195,5002,70.7248
30.11977606,48.195,4952,70.3704
30.1306425,48.195,4927,70.1926
30.14150894,48.195,5154,71.7914
30.15237538,48.195,4967,70.4769
30.16324182,48.195,5017,70.8308
30.17410826,48.195,4976,70.5408
30.1849747,48.195,5042,71.007
30.19584114,48.195,5058,71.1196
30.20670758,48.195,4905,70.0357
30.21757402,48.195,5068,71.1899
30.22844046,48.195,5034,70.9507
30.2393069,48.195,5031,70.9295
30.25017334,48.195,5076,71.2461
